19	15/2	8	8	21259700
19	17/2	8	8	21614000
19	17/2	8	9	21615000
19	17/2	9	8	21613300
19	17/2	9	9	21614200
19	19/2	9	9	21897700
19	19/2	9	10	21898500
19	19/2	10	9	21897100
19	19/2	10	10	21897900
19	21/2	10	10	22129800
19	21/2	10	11	22130400
19	21/2	11	10	22129300
19	21/2	11	11	22129900
19	23/2	11	11	22323200
19	23/2	11	12	22323700
19	23/2	12	11	22322800
19	23/2	12	12	22323300
19	25/2	12	12	22486800
19	25/2	12	13	22487300
19	25/2	13	12	22486500
19	25/2	13	13	22486900
19	27/2	13	13	22627100
19	27/2	13	14	22627500
19	27/2	14	13	22626800
19	27/2	14	14	22627200
19	29/2	14	14	22748700
19	29/2	14	15	22749000
19	29/2	15	14	22748400
19	29/2	15	15	22748700
19	31/2	15	15	22855000
19	31/2	15	16	22855300
19	31/2	16	15	22854800
19	31/2	16	16	22855100
19	33/2	16	16	22948900
19	33/2	16	17	22949200
19	33/2	17	16	22948700
19	33/2	17	17	22948900
19	35/2	17	17	23032300
19	35/2	17	18	23032600
19	35/2	18	17	23032100
19	35/2	18	18	23032400
19	37/2	18	18	23107000
19	37/2	18	19	23107200
20	1/2	0	0	0
20	1/2	0	1	177600
20	1/2	1	0	-978400
20	1/2	1	1	-919200
20	3/2	1	1	10020100
20	3/2	1	2	10043800
20	3/2	2	1	10007300
20	3/2	2	2	10021400
20	5/2	2	2	13667100
20	5/2	2	3	13676200
20	5/2	3	2	13661900
20	5/2	3	3	13668500
20	7/2	3	3	15491100
20	7/2	3	4	15496000
20	7/2	4	3	15488300
20	7/2	4	4	15492000
20	9/2	4	4	16585600
20	9/2	4	5	16588600
20	9/2	5	4	16583800
20	9/2	5	5	16586200
20	11/2	5	5	17315300
20	11/2	5	6	17317300
20	11/2	6	5	17314000
20	11/2	6	6	17315700
20	13/2	6	6	17836400
20	13/2	6	7	17837900
20	13/2	7	6	17835500
20	13/2	7	7	17836700
20	15/2	7	7	18227300
20	15/2	7	8	18228400
20	15/2	8	7	18226600
20	15/2	8	8	18227500
20	17/2	8	8	18531300
20	17/2	8	9	18532200
20	17/2	9	8	18530700
20	17/2	9	9	18531500
20	19/2	9	9	18774500
20	19/2	9	10	18775200
20	19/2	10	9	18774000
20	19/2	10	10	18774700
20	21/2	10	10	18973500
20	21/2	10	11	18974100
20	21/2	11	10	18973100
20	21/2	11	11	18973600
20	23/2	11	11	19139300
20	23/2	11	12	19139800
20	23/2	12	11	19139000
20	23/2	12	12	19139400
20	25/2	12	12	19279600
20	25/2	12	13	19280000
20	25/2	13	12	19279300
20	25/2	13	13	19279700
20	27/2	13	13	19399900
20	27/2	13	14	19400200
20	27/2	14	13	19399600
20	27/2	14	14	19400000
20	29/2	14	14	19504100
20	29/2	14	15	19504400
20	29/2	15	14	19503900
20	29/2	15	15	19504200
20	31/2	15	15	19595300
20	31/2	15	16	19595600
20	31/2	16	15	19595100
20	31/2	16	16	19595400
20	33/2	16	16	19675800
20	33/2	16	17	19676000
20	33/2	17	16	19675600
20	33/2	17	17	19675800
20	35/2	17	17	19747300
20	35/2	17	18	19747500
20	35/2	18	17	19747200
20	35/2	18	18	19747400
20	37/2	18	18	19811300
20	37/2	18	19	19811500
20	37/2	19	18	19811200
20	37/2	19	19	19811300
20	39/2	19	19	19868900
20	39/2	19	20	19869100
